# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 65638.745 ops/ms
# Warmup Iteration   2: 97702.405 ops/ms
# Warmup Iteration   3: 99835.743 ops/ms
# Warmup Iteration   4: 101204.574 ops/ms
# Warmup Iteration   5: 102432.979 ops/ms
# Warmup Iteration   6: 102196.556 ops/ms
# Warmup Iteration   7: 103061.636 ops/ms
# Warmup Iteration   8: 100831.067 ops/ms
# Warmup Iteration   9: 102484.383 ops/ms
# Warmup Iteration  10: 100688.843 ops/ms
# Warmup Iteration  11: 83381.874 ops/ms
# Warmup Iteration  12: 88112.232 ops/ms
# Warmup Iteration  13: 91097.541 ops/ms
# Warmup Iteration  14: 94465.671 ops/ms
# Warmup Iteration  15: 84159.819 ops/ms
# Warmup Iteration  16: 85640.094 ops/ms
# Warmup Iteration  17: 96686.230 ops/ms
# Warmup Iteration  18: 96978.547 ops/ms
# Warmup Iteration  19: 102954.570 ops/ms
# Warmup Iteration  20: 98951.026 ops/ms
Iteration  20: 102412.529 ops/ms

Result : 102397.840 ?(95%) 734.624 ?(99%) 1004.185 ops/ms
  Statistics: (min, avg, max) = (98043.314, 102397.840, 103757.003), stdev = 1569.678
  Confidence intervals: 95% [101663.216, 103132.464], 99% [101393.656, 103402.025]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 27.411 ops/ms
# Warmup Iteration   2: 39.660 ops/ms
# Warmup Iteration   3: 45.491 ops/ms
# Warmup Iteration   4: 48.525 ops/ms
# Warmup Iteration   5: 49.976 ops/ms
# Warmup Iteration   6: 50.181 ops/ms
# Warmup Iteration   7: 50.399 ops/ms
# Warmup Iteration   8: 49.972 ops/ms
# Warmup Iteration   9: 49.928 ops/ms
# Warmup Iteration  10: 50.557 ops/ms
# Warmup Iteration  11: 50.269 ops/ms
# Warmup Iteration  12: 50.214 ops/ms
# Warmup Iteration  13: 50.445 ops/ms
# Warmup Iteration  14: 50.498 ops/ms
# Warmup Iteration  15: 50.558 ops/ms
# Warmup Iteration  16: 50.403 ops/ms
# Warmup Iteration  17: 50.445 ops/ms
# Warmup Iteration  18: 50.140 ops/ms
# Warmup Iteration  19: 50.147 ops/ms
# Warmup Iteration  20: 50.483 ops/ms
Iteration   1: 50.046 ops/ms
Iteration   2: 50.537 ops/ms
Iteration   3: 50.342 ops/ms
Iteration   4: 50.454 ops/ms
Iteration   5: 50.376 ops/ms
Iteration   6: 50.447 ops/ms
Iteration   7: 50.276 ops/ms
Iteration   8: 50.565 ops/ms
Iteration   9: 50.320 ops/ms
Iteration  10: 50.262 ops/ms
Iteration  11: 50.545 ops/ms
Iteration  12: 50.527 ops/ms
Iteration  13: 50.105 ops/ms
Iteration  14: 50.586 ops/ms
Iteration  15: 50.535 ops/ms
Iteration  16: 50.486 ops/ms
Iteration  17: 49.914 ops/ms
Iteration  18: 50.477 ops/ms
Iteration  19: 50.216 ops/ms
Iteration  20: 50.149 ops/ms

Result : 50.358 ?(95%) 0.090 ?(99%) 0.124 ops/ms
  Statistics: (min, avg, max) = (49.914, 50.358, 50.586), stdev = 0.193
  Confidence intervals: 95% [50.268, 50.449], 99% [50.235, 50.482]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 26.223 ops/ms
# Warmup Iteration   2: 40.245 ops/ms
# Warmup Iteration   3: 46.415 ops/ms
# Warmup Iteration   4: 49.645 ops/ms
# Warmup Iteration   5: 50.639 ops/ms
# Warmup Iteration   6: 50.670 ops/ms
# Warmup Iteration   7: 51.332 ops/ms
# Warmup Iteration   8: 50.648 ops/ms
# Warmup Iteration   9: 50.745 ops/ms
# Warmup Iteration  10: 50.929 ops/ms
# Warmup Iteration  11: 51.279 ops/ms
# Warmup Iteration  12: 51.000 ops/ms
# Warmup Iteration  13: 51.048 ops/ms
# Warmup Iteration  14: 51.224 ops/ms
# Warmup Iteration  15: 50.969 ops/ms
# Warmup Iteration  16: 51.102 ops/ms
# Warmup Iteration  17: 51.116 ops/ms
# Warmup Iteration  18: 51.205 ops/ms
# Warmup Iteration  19: 51.488 ops/ms
# Warmup Iteration  20: 51.216 ops/ms
Iteration   1: 51.286 ops/ms
Iteration   2: 50.805 ops/ms
Iteration   3: 51.492 ops/ms
Iteration   4: 51.091 ops/ms
Iteration   5: 51.149 ops/ms
Iteration   6: 50.964 ops/ms
Iteration   7: 51.134 ops/ms
Iteration   8: 51.441 ops/ms
Iteration   9: 51.369 ops/ms
Iteration  10: 50.940 ops/ms
Iteration  11: 51.102 ops/ms
Iteration  12: 51.341 ops/ms
Iteration  13: 51.380 ops/ms
Iteration  14: 51.156 ops/ms
Iteration  15: 51.507 ops/ms
Iteration  16: 51.566 ops/ms
Iteration  17: 51.516 ops/ms
Iteration  18: 51.239 ops/ms
Iteration  19: 51.387 ops/ms
Iteration  20: 51.469 ops/ms

Result : 51.267 ?(95%) 0.101 ?(99%) 0.138 ops/ms
  Statistics: (min, avg, max) = (50.805, 51.267, 51.566), stdev = 0.216
  Confidence intervals: 95% [51.165, 51.368], 99% [51.128, 51.405]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 28.052 ops/ms
# Warmup Iteration   2: 40.496 ops/ms
# Warmup Iteration   3: 46.303 ops/ms
# Warmup Iteration   4: 49.902 ops/ms
# Warmup Iteration   5: 51.164 ops/ms
# Warmup Iteration   6: 51.163 ops/ms
# Warmup Iteration   7: 51.393 ops/ms
# Warmup Iteration   8: 51.758 ops/ms
# Warmup Iteration   9: 51.465 ops/ms
# Warmup Iteration  10: 51.680 ops/ms
# Warmup Iteration  11: 51.436 ops/ms
# Warmup Iteration  12: 51.325 ops/ms
# Warmup Iteration  13: 51.297 ops/ms
# Warmup Iteration  14: 51.431 ops/ms
# Warmup Iteration  15: 51.302 ops/ms
# Warmup Iteration  16: 51.607 ops/ms
# Warmup Iteration  17: 51.242 ops/ms
# Warmup Iteration  18: 51.456 ops/ms
# Warmup Iteration  19: 51.441 ops/ms
# Warmup Iteration  20: 51.734 ops/ms
Iteration   1: 51.658 ops/ms
Iteration   2: 51.562 ops/ms
Iteration   3: 51.543 ops/ms
Iteration   4: 51.699 ops/ms
Iteration   5: 51.534 ops/ms
Iteration   6: 51.456 ops/ms
Iteration   7: 51.257 ops/ms
Iteration   8: 51.632 ops/ms
Iteration   9: 51.699 ops/ms
Iteration  10: 51.436 ops/ms
Iteration  11: 51.491 ops/ms
Iteration  12: 51.661 ops/ms
Iteration  13: 51.565 ops/ms
Iteration  14: 51.607 ops/ms
Iteration  15: 51.529 ops/ms
Iteration  16: 51.426 ops/ms
Iteration  17: 51.577 ops/ms
Iteration  18: 51.279 ops/ms
Iteration  19: 51.459 ops/ms
Iteration  20: 51.555 ops/ms

Result : 51.531 ?(95%) 0.057 ?(99%) 0.078 ops/ms
  Statistics: (min, avg, max) = (51.257, 51.531, 51.699), stdev = 0.122
  Confidence intervals: 95% [51.474, 51.588], 99% [51.453, 51.609]


# Fork: 4 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 26.254 ops/ms
# Warmup Iteration   2: 40.079 ops/ms
# Warmup Iteration   3: 46.005 ops/ms
# Warmup Iteration   4: 49.344 ops/ms
# Warmup Iteration   5: 50.715 ops/ms
# Warmup Iteration   6: 50.864 ops/ms
# Warmup Iteration   7: 51.274 ops/ms
# Warmup Iteration   8: 51.032 ops/ms
# Warmup Iteration   9: 51.317 ops/ms
# Warmup Iteration  10: 51.255 ops/ms
# Warmup Iteration  11: 51.265 ops/ms
# Warmup Iteration  12: 50.995 ops/ms
# Warmup Iteration  13: 51.263 ops/ms
# Warmup Iteration  14: 51.207 ops/ms
# Warmup Iteration  15: 50.929 ops/ms
# Warmup Iteration  16: 50.755 ops/ms
# Warmup Iteration  17: 51.050 ops/ms
# Warmup Iteration  18: 51.150 ops/ms
# Warmup Iteration  19: 51.154 ops/ms
# Warmup Iteration  20: 51.232 ops/ms
Iteration   1: 50.875 ops/ms
Iteration   2: 51.323 ops/ms
Iteration   3: 51.218 ops/ms
Iteration   4: 51.073 ops/ms
Iteration   5: 51.397 ops/ms
Iteration   6: 51.082 ops/ms
Iteration   7: 50.639 ops/ms
Iteration   8: 50.870 ops/ms
Iteration   9: 51.288 ops/ms
Iteration  10: 51.264 ops/ms
Iteration  11: 50.831 ops/ms
Iteration  12: 50.891 ops/ms
Iteration  13: 51.204 ops/ms
Iteration  14: 51.273 ops/ms
Iteration  15: 51.079 ops/ms
Iteration  16: 51.304 ops/ms
Iteration  17: 51.280 ops/ms
Iteration  18: 51.143 ops/ms
Iteration  19: 51.224 ops/ms
Iteration  20: 51.224 ops/ms

Result : 51.124 ?(95%) 0.095 ?(99%) 0.130 ops/ms
  Statistics: (min, avg, max) = (50.639, 51.124, 51.397), stdev = 0.203
  Confidence intervals: 95% [51.029, 51.219], 99% [50.994, 51.254]


# Fork: 5 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 27.464 ops/ms
# Warmup Iteration   2: 38.312 ops/ms
# Warmup Iteration   3: 45.021 ops/ms
# Warmup Iteration   4: 49.028 ops/ms
# Warmup Iteration   5: 50.563 ops/ms
# Warmup Iteration   6: 50.663 ops/ms
# Warmup Iteration   7: 50.918 ops/ms
# Warmup Iteration   8: 51.178 ops/ms
# Warmup Iteration   9: 50.800 ops/ms
# Warmup Iteration  10: 51.301 ops/ms
# Warmup Iteration  11: 51.079 ops/ms
# Warmup Iteration  12: 51.148 ops/ms
# Warmup Iteration  13: 50.843 ops/ms
# Warmup Iteration  14: 51.108 ops/ms
# Warmup Iteration  15: 51.057 ops/ms
# Warmup Iteration  16: 50.863 ops/ms
# Warmup Iteration  17: 51.252 ops/ms
# Warmup Iteration  18: 51.332 ops/ms
# Warmup Iteration  19: 51.375 ops/ms
# Warmup Iteration  20: 51.386 ops/ms
Iteration   1: 51.123 ops/ms
Iteration   2: 51.099 ops/ms
Iteration   3: 51.221 ops/ms
Iteration   4: 51.281 ops/ms
Iteration   5: 50.930 ops/ms
Iteration   6: 50.992 ops/ms
Iteration   7: 51.031 ops/ms
Iteration   8: 51.353 ops/ms
Iteration   9: 50.173 ops/ms
Iteration  10: 47.979 ops/ms
Iteration  11: 47.191 ops/ms
Iteration  12: 50.141 ops/ms
Iteration  13: 50.501 ops/ms
Iteration  14: 51.229 ops/ms
Iteration  15: 51.363 ops/ms
Iteration  16: 51.214 ops/ms
Iteration  17: 50.955 ops/ms
Iteration  18: 49.556 ops/ms
Iteration  19: 50.559 ops/ms
Iteration  20: 50.705 ops/ms

Result : 50.530 ?(95%) 0.523 ?(99%) 0.715 ops/ms
  Statistics: (min, avg, max) = (47.191, 50.530, 51.363), stdev = 1.118
  Confidence intervals: 95% [50.006, 51.053], 99% [49.814, 51.245]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.377 ops/ms
# Warmup Iteration   2: 41.711 ops/ms
# Warmup Iteration   3: 47.146 ops/ms
# Warmup Iteration   4: 50.473 ops/ms
# Warmup Iteration   5: 51.623 ops/ms
# Warmup Iteration   6: 51.693 ops/ms
# Warmup Iteration   7: 51.964 ops/ms
# Warmup Iteration   8: 52.036 ops/ms
# Warmup Iteration   9: 51.850 ops/ms
# Warmup Iteration  10: 52.195 ops/ms
# Warmup Iteration  11: 51.809 ops/ms
# Warmup Iteration  12: 51.876 ops/ms
# Warmup Iteration  13: 52.179 ops/ms
# Warmup Iteration  14: 51.696 ops/ms
# Warmup Iteration  15: 51.799 ops/ms
# Warmup Iteration  16: 51.945 ops/ms
# Warmup Iteration  17: 51.696 ops/ms
# Warmup Iteration  18: 52.275 ops/ms
# Warmup Iteration  19: 52.202 ops/ms
# Warmup Iteration  20: 52.224 ops/ms
Iteration   1: 52.356 ops/ms
Iteration   2: 51.964 ops/ms
Iteration   3: 52.144 ops/ms
Iteration   4: 51.840 ops/ms
Iteration   5: 52.257 ops/ms
Iteration   6: 51.778 ops/ms
Iteration   7: 52.251 ops/ms
Iteration   8: 52.071 ops/ms
Iteration   9: 52.298 ops/ms
Iteration  10: 51.820 ops/ms
Iteration  11: 52.257 ops/ms
Iteration  12: 52.210 ops/ms
Iteration  13: 52.189 ops/ms
Iteration  14: 52.129 ops/ms
Iteration  15: 52.204 ops/ms
Iteration  16: 52.299 ops/ms
Iteration  17: 52.111 ops/ms
Iteration  18: 51.981 ops/ms
Iteration  19: 52.247 ops/ms
Iteration  20: 51.978 ops/ms

Result : 52.119 ?(95%) 0.081 ?(99%) 0.110 ops/ms
  Statistics: (min, avg, max) = (51.778, 52.119, 52.356), stdev = 0.172
  Confidence intervals: 95% [52.039, 52.200], 99% [52.009, 52.229]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.535 ops/ms
# Warmup Iteration   2: 40.881 ops/ms
# Warmup Iteration   3: 47.556 ops/ms
# Warmup Iteration   4: 51.495 ops/ms
# Warmup Iteration   5: 52.870 ops/ms
# Warmup Iteration   6: 52.911 ops/ms
# Warmup Iteration   7: 53.349 ops/ms
# Warmup Iteration   8: 53.504 ops/ms
# Warmup Iteration   9: 52.919 ops/ms
# Warmup Iteration  10: 53.002 ops/ms
# Warmup Iteration  11: 53.336 ops/ms
# Warmup Iteration  12: 53.298 ops/ms
# Warmup Iteration  13: 53.518 ops/ms
# Warmup Iteration  14: 53.340 ops/ms
# Warmup Iteration  15: 53.506 ops/ms
# Warmup Iteration  16: 53.219 ops/ms
# Warmup Iteration  17: 53.376 ops/ms
# Warmup Iteration  18: 53.309 ops/ms
# Warmup Iteration  19: 53.169 ops/ms
# Warmup Iteration  20: 53.153 ops/ms
Iteration   1: 53.391 ops/ms
Iteration   2: 53.346 ops/ms
Iteration   3: 53.107 ops/ms
Iteration   4: 53.198 ops/ms
Iteration   5: 53.363 ops/ms
Iteration   6: 53.064 ops/ms
Iteration   7: 52.822 ops/ms
Iteration   8: 53.018 ops/ms
Iteration   9: 53.108 ops/ms
Iteration  10: 52.920 ops/ms
Iteration  11: 52.956 ops/ms
Iteration  12: 53.420 ops/ms
Iteration  13: 53.297 ops/ms
Iteration  14: 53.036 ops/ms
Iteration  15: 53.127 ops/ms
Iteration  16: 53.393 ops/ms
Iteration  17: 53.331 ops/ms
Iteration  18: 53.322 ops/ms
Iteration  19: 52.662 ops/ms
Iteration  20: 53.269 ops/ms

Result : 53.157 ?(95%) 0.099 ?(99%) 0.135 ops/ms
  Statistics: (min, avg, max) = (52.662, 53.157, 53.420), stdev = 0.212
  Confidence intervals: 95% [53.058, 53.257], 99% [53.022, 53.293]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.187 ops/ms
# Warmup Iteration   2: 41.678 ops/ms
# Warmup Iteration   3: 47.074 ops/ms
# Warmup Iteration   4: 50.930 ops/ms
# Warmup Iteration   5: 52.190 ops/ms
# Warmup Iteration   6: 52.140 ops/ms
# Warmup Iteration   7: 52.522 ops/ms
