# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 65032.205 ops/ms
# Warmup Iteration   2: 95592.116 ops/ms
# Warmup Iteration   3: 103466.432 ops/ms
# Warmup Iteration   4: 102469.807 ops/ms
# Warmup Iteration   5: 102764.105 ops/ms
# Warmup Iteration   6: 102485.343 ops/ms
# Warmup Iteration   7: 102633.379 ops/ms
# Warmup Iteration   8: 101301.730 ops/ms
# Warmup Iteration   9: 103126.766 ops/ms
# Warmup Iteration  10: 102789.601 ops/ms
# Warmup Iteration  11: 99516.077 ops/ms
# Warmup Iteration  12: 102735.323 ops/ms
# Warmup Iteration  13: 103575.392 ops/ms
# Warmup Iteration  14: 102421.099 ops/ms
# Warmup Iteration  15: 101391.918 ops/ms
# Warmup Iteration  16: 102425.567 ops/ms
# Warmup Iteration  17: 103220.045 ops/ms
# Warmup Iteration  18: 103160.723 ops/ms
# Warmup Iteration  19: 102112.962 ops/ms
# Warmup Iteration  20: 102151.862 ops/ms
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 66467.069 ops/ms
# Warmup Iteration   2: 99786.969 ops/ms
# Warmup Iteration   3: 99917.010 ops/ms
# Warmup Iteration   4: 102350.918 ops/ms
# Warmup Iteration   5: 103233.685 ops/ms
# Warmup Iteration   6: 102641.209 ops/ms
# Warmup Iteration   7: 99771.563 ops/ms
# Warmup Iteration   8: 103645.122 ops/ms
# Warmup Iteration   9: 102852.147 ops/ms
# Warmup Iteration  10: 104104.802 ops/ms
# Warmup Iteration  11: 100451.059 ops/ms
# Warmup Iteration  12: 103391.758 ops/ms
# Warmup Iteration  13: 103657.210 ops/ms
# Warmup Iteration  14: 103259.942 ops/ms
# Warmup Iteration  15: 101132.433 ops/ms
# Warmup Iteration  16: 102964.437 ops/ms
# Warmup Iteration  17: 102094.278 ops/ms
# Warmup Iteration  18: 101111.464 ops/ms
# Warmup Iteration  19: 102987.328 ops/ms
# Warmup Iteration  20: 103336.010 ops/ms
Iteration   1: 102918.550 ops/ms
Iteration   2: 104347.035 ops/ms
Iteration   3: 102686.479 ops/ms
Iteration   4: 101550.124 ops/ms
Iteration   5: 103932.346 ops/ms
Iteration   6: 102757.671 ops/ms
Iteration   7: 100459.462 ops/ms
Iteration   8: 102667.955 ops/ms
Iteration   9: 103142.129 ops/ms
Iteration  10: 103170.639 ops/ms
Iteration  11: 103283.202 ops/ms
Iteration  12: 100028.501 ops/ms
Iteration  13: 103279.329 ops/ms
Iteration  14: 103194.149 ops/ms
Iteration  15: 105019.954 ops/ms
Iteration  16: 101074.304 ops/ms
Iteration  17: 102547.040 ops/ms
Iteration  18: 103751.552 ops/ms
Iteration  19: 102671.804 ops/ms
Iteration  20: 100141.841 ops/ms

Result : 102631.203 ?(95%) 632.512 ?(99%) 864.605 ops/ms
  Statistics: (min, avg, max) = (100028.501, 102631.203, 105019.954), stdev = 1351.496
  Confidence intervals: 95% [101998.691, 103263.716], 99% [101766.599, 103495.808]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.066 ops/ms
# Warmup Iteration   2: 36.784 ops/ms
# Warmup Iteration   3: 44.920 ops/ms
# Warmup Iteration   4: 49.062 ops/ms
# Warmup Iteration   5: 50.252 ops/ms
# Warmup Iteration   6: 50.822 ops/ms
# Warmup Iteration   7: 50.866 ops/ms
# Warmup Iteration   8: 50.730 ops/ms
# Warmup Iteration   9: 50.997 ops/ms
# Warmup Iteration  10: 50.998 ops/ms
# Warmup Iteration  11: 51.083 ops/ms
# Warmup Iteration  12: 50.656 ops/ms
# Warmup Iteration  13: 50.979 ops/ms
# Warmup Iteration  14: 50.511 ops/ms
# Warmup Iteration  15: 50.818 ops/ms
# Warmup Iteration  16: 50.920 ops/ms
# Warmup Iteration  17: 50.955 ops/ms
# Warmup Iteration  18: 50.991 ops/ms
# Warmup Iteration  19: 50.770 ops/ms
# Warmup Iteration  20: 50.453 ops/ms
Iteration   1: 50.918 ops/ms
Iteration   2: 50.936 ops/ms
Iteration   3: 50.764 ops/ms
Iteration   4: 50.548 ops/ms
Iteration   5: 50.607 ops/ms
Iteration   6: 50.959 ops/ms
Iteration   7: 50.759 ops/ms
Iteration   8: 50.695 ops/ms
Iteration   9: 50.978 ops/ms
Iteration  10: 50.766 ops/ms
Iteration  11: 50.943 ops/ms
Iteration  12: 50.958 ops/ms
Iteration  13: 50.850 ops/ms
Iteration  14: 50.786 ops/ms
Iteration  15: 50.932 ops/ms
Iteration  16: 50.960 ops/ms
Iteration  17: 50.903 ops/ms
Iteration  18: 50.704 ops/ms
Iteration  19: 50.558 ops/ms
Iteration  20: 50.755 ops/ms

Result : 50.814 ?(95%) 0.066 ?(99%) 0.090 ops/ms
  Statistics: (min, avg, max) = (50.548, 50.814, 50.978), stdev = 0.140
  Confidence intervals: 95% [50.748, 50.879], 99% [50.724, 50.903]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 13.753 ops/ms
# Warmup Iteration   2: 36.393 ops/ms
# Warmup Iteration   3: 45.219 ops/ms
# Warmup Iteration   4: 49.658 ops/ms
# Warmup Iteration   5: 50.834 ops/ms
# Warmup Iteration   6: 51.219 ops/ms
# Warmup Iteration   7: 51.537 ops/ms
# Warmup Iteration   8: 51.669 ops/ms
# Warmup Iteration   9: 51.546 ops/ms
# Warmup Iteration  10: 51.773 ops/ms
# Warmup Iteration  11: 51.734 ops/ms
# Warmup Iteration  12: 51.437 ops/ms
# Warmup Iteration  13: 51.354 ops/ms
# Warmup Iteration  14: 51.563 ops/ms
# Warmup Iteration  15: 51.537 ops/ms
# Warmup Iteration  16: 51.862 ops/ms
# Warmup Iteration  17: 51.196 ops/ms
# Warmup Iteration  18: 51.774 ops/ms
# Warmup Iteration  19: 51.550 ops/ms
# Warmup Iteration  20: 51.607 ops/ms
Iteration   1: 51.568 ops/ms
Iteration   2: 51.501 ops/ms
Iteration   3: 51.760 ops/ms
Iteration   4: 51.781 ops/ms
Iteration   5: 51.299 ops/ms
Iteration   6: 51.587 ops/ms
Iteration   7: 51.785 ops/ms
Iteration   8: 51.810 ops/ms
Iteration   9: 51.437 ops/ms
Iteration  10: 51.091 ops/ms
Iteration  11: 49.537 ops/ms
Iteration  12: 49.258 ops/ms
Iteration  13: 49.881 ops/ms
Iteration  14: 51.590 ops/ms
Iteration  15: 51.235 ops/ms
Iteration  16: 51.077 ops/ms
Iteration  17: 51.681 ops/ms
Iteration  18: 51.363 ops/ms
Iteration  19: 49.925 ops/ms
Iteration  20: 50.918 ops/ms

Result : 51.104 ?(95%) 0.373 ?(99%) 0.509 ops/ms
  Statistics: (min, avg, max) = (49.258, 51.104, 51.810), stdev = 0.796
  Confidence intervals: 95% [50.732, 51.477], 99% [50.595, 51.614]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 13.950 ops/ms
# Warmup Iteration   2: 36.921 ops/ms
# Warmup Iteration   3: 45.069 ops/ms
# Warmup Iteration   4: 49.410 ops/ms
# Warmup Iteration   5: 50.387 ops/ms
# Warmup Iteration   6: 50.791 ops/ms
# Warmup Iteration   7: 50.808 ops/ms
# Warmup Iteration   8: 50.960 ops/ms
# Warmup Iteration   9: 50.946 ops/ms
# Warmup Iteration  10: 50.774 ops/ms
# Warmup Iteration  11: 51.047 ops/ms
# Warmup Iteration  12: 50.981 ops/ms
# Warmup Iteration  13: 51.135 ops/ms
# Warmup Iteration  14: 50.816 ops/ms
# Warmup Iteration  15: 50.934 ops/ms
# Warmup Iteration  16: 51.215 ops/ms
# Warmup Iteration  17: 50.516 ops/ms
# Warmup Iteration  18: 51.019 ops/ms
# Warmup Iteration  19: 51.012 ops/ms
# Warmup Iteration  20: 51.300 ops/ms
Iteration   1: 51.092 ops/ms
Iteration   2: 51.006 ops/ms
Iteration   3: 51.335 ops/ms
Iteration   4: 51.106 ops/ms
Iteration   5: 51.074 ops/ms
Iteration   6: 51.157 ops/ms
Iteration   7: 51.156 ops/ms
Iteration   8: 51.321 ops/ms
Iteration   9: 51.223 ops/ms
Iteration  10: 51.201 ops/ms
Iteration  11: 51.361 ops/ms
Iteration  12: 51.367 ops/ms
Iteration  13: 50.974 ops/ms
Iteration  14: 51.281 ops/ms
Iteration  15: 51.382 ops/ms
Iteration  16: 51.350 ops/ms
Iteration  17: 51.187 ops/ms
Iteration  18: 51.410 ops/ms
Iteration  19: 50.995 ops/ms
Iteration  20: 51.298 ops/ms

Result : 51.214 ?(95%) 0.065 ?(99%) 0.089 ops/ms
  Statistics: (min, avg, max) = (50.974, 51.214, 51.410), stdev = 0.140
  Confidence intervals: 95% [51.148, 51.279], 99% [51.124, 51.303]


# Fork: 4 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 13.601 ops/ms
# Warmup Iteration   2: 35.001 ops/ms
# Warmup Iteration   3: 42.692 ops/ms
# Warmup Iteration   4: 46.804 ops/ms
# Warmup Iteration   5: 48.217 ops/ms
# Warmup Iteration   6: 48.826 ops/ms
# Warmup Iteration   7: 48.904 ops/ms
# Warmup Iteration   8: 49.060 ops/ms
# Warmup Iteration   9: 48.936 ops/ms
# Warmup Iteration  10: 49.111 ops/ms
# Warmup Iteration  11: 49.019 ops/ms
# Warmup Iteration  12: 49.156 ops/ms
# Warmup Iteration  13: 49.077 ops/ms
# Warmup Iteration  14: 49.169 ops/ms
# Warmup Iteration  15: 48.762 ops/ms
# Warmup Iteration  16: 49.200 ops/ms
# Warmup Iteration  17: 49.178 ops/ms
# Warmup Iteration  18: 48.607 ops/ms
# Warmup Iteration  19: 48.732 ops/ms
# Warmup Iteration  20: 49.111 ops/ms
Iteration   1: 48.829 ops/ms
Iteration   2: 49.167 ops/ms
Iteration   3: 48.628 ops/ms
Iteration   4: 49.040 ops/ms
Iteration   5: 49.070 ops/ms
Iteration   6: 49.125 ops/ms
Iteration   7: 48.828 ops/ms
Iteration   8: 49.162 ops/ms
Iteration   9: 49.047 ops/ms
Iteration  10: 49.141 ops/ms
Iteration  11: 48.795 ops/ms
Iteration  12: 48.339 ops/ms
Iteration  13: 48.960 ops/ms
Iteration  14: 49.134 ops/ms
Iteration  15: 49.028 ops/ms
Iteration  16: 48.860 ops/ms
Iteration  17: 48.935 ops/ms
Iteration  18: 49.166 ops/ms
Iteration  19: 49.177 ops/ms
Iteration  20: 48.809 ops/ms

Result : 48.962 ?(95%) 0.101 ?(99%) 0.138 ops/ms
  Statistics: (min, avg, max) = (48.339, 48.962, 49.177), stdev = 0.216
  Confidence intervals: 95% [48.861, 49.063], 99% [48.824, 49.100]


# Fork: 5 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.168 ops/ms
# Warmup Iteration   2: 36.983 ops/ms
# Warmup Iteration   3: 45.217 ops/ms
# Warmup Iteration   4: 49.689 ops/ms
# Warmup Iteration   5: 51.164 ops/ms
# Warmup Iteration   6: 51.266 ops/ms
# Warmup Iteration   7: 51.632 ops/ms
# Warmup Iteration   8: 51.185 ops/ms
# Warmup Iteration   9: 51.461 ops/ms
# Warmup Iteration  10: 51.511 ops/ms
# Warmup Iteration  11: 51.594 ops/ms
# Warmup Iteration  12: 51.456 ops/ms
# Warmup Iteration  13: 51.729 ops/ms
# Warmup Iteration  14: 51.727 ops/ms
# Warmup Iteration  15: 51.739 ops/ms
# Warmup Iteration  16: 51.266 ops/ms
# Warmup Iteration  17: 51.286 ops/ms
# Warmup Iteration  18: 51.725 ops/ms
# Warmup Iteration  19: 51.525 ops/ms
# Warmup Iteration  20: 51.736 ops/ms
Iteration   1: 51.757 ops/ms
Iteration   2: 51.719 ops/ms
Iteration   3: 51.799 ops/ms
Iteration   4: 51.533 ops/ms
Iteration   5: 51.455 ops/ms
Iteration   6: 51.772 ops/ms
Iteration   7: 51.472 ops/ms
Iteration   8: 51.363 ops/ms
Iteration   9: 51.486 ops/ms
Iteration  10: 51.535 ops/ms
Iteration  11: 51.744 ops/ms
Iteration  12: 51.580 ops/ms
Iteration  13: 51.559 ops/ms
Iteration  14: 51.754 ops/ms
Iteration  15: 51.786 ops/ms
Iteration  16: 51.505 ops/ms
Iteration  17: 51.583 ops/ms
Iteration  18: 51.756 ops/ms
Iteration  19: 51.710 ops/ms
Iteration  20: 51.755 ops/ms

Result : 51.631 ?(95%) 0.064 ?(99%) 0.087 ops/ms
  Statistics: (min, avg, max) = (51.363, 51.631, 51.799), stdev = 0.137
  Confidence intervals: 95% [51.567, 51.695], 99% [51.544, 51.718]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.782 ops/ms
# Warmup Iteration   2: 39.501 ops/ms
# Warmup Iteration   3: 47.269 ops/ms
# Warmup Iteration   4: 51.130 ops/ms
# Warmup Iteration   5: 52.480 ops/ms
# Warmup Iteration   6: 53.085 ops/ms
# Warmup Iteration   7: 52.809 ops/ms
# Warmup Iteration   8: 52.834 ops/ms
# Warmup Iteration   9: 52.962 ops/ms
# Warmup Iteration  10: 53.173 ops/ms
# Warmup Iteration  11: 53.297 ops/ms
# Warmup Iteration  12: 53.168 ops/ms
# Warmup Iteration  13: 53.130 ops/ms
# Warmup Iteration  14: 52.952 ops/ms
# Warmup Iteration  15: 53.087 ops/ms
# Warmup Iteration  16: 53.039 ops/ms
# Warmup Iteration  17: 52.856 ops/ms
# Warmup Iteration  18: 53.046 ops/ms
# Warmup Iteration  19: 53.227 ops/ms
# Warmup Iteration  20: 53.272 ops/ms
Iteration   1: 53.094 ops/ms
Iteration   2: 53.092 ops/ms
Iteration   3: 53.075 ops/ms
Iteration   4: 53.232 ops/ms
Iteration   5: 52.769 ops/ms
Iteration   6: 53.028 ops/ms
Iteration   7: 52.994 ops/ms
Iteration   8: 53.265 ops/ms
Iteration   9: 53.123 ops/ms
Iteration  10: 53.191 ops/ms
Iteration  11: 52.997 ops/ms
Iteration  12: 53.223 ops/ms
Iteration  13: 52.811 ops/ms
Iteration  14: 53.295 ops/ms
Iteration  15: 53.317 ops/ms
Iteration  16: 52.901 ops/ms
Iteration  17: 52.879 ops/ms
Iteration  18: 53.278 ops/ms
Iteration  19: 53.305 ops/ms
Iteration  20: 53.255 ops/ms

Result : 53.106 ?(95%) 0.080 ?(99%) 0.110 ops/ms
  Statistics: (min, avg, max) = (52.769, 53.106, 53.317), stdev = 0.172
  Confidence intervals: 95% [53.026, 53.187], 99% [52.996, 53.216]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.073 ops/ms
# Warmup Iteration   2: 39.429 ops/ms
# Warmup Iteration   3: 47.442 ops/ms
# Warmup Iteration   4: 51.599 ops/ms
# Warmup Iteration   5: 52.947 ops/ms
# Warmup Iteration   6: 53.493 ops/ms
# Warmup Iteration   7: 53.597 ops/ms
# Warmup Iteration   8: 53.546 ops/ms
# Warmup Iteration   9: 53.633 ops/ms
# Warmup Iteration  10: 53.771 ops/ms
# Warmup Iteration  11: 53.752 ops/ms
# Warmup Iteration  12: 53.522 ops/ms
# Warmup Iteration  13: 53.582 ops/ms
# Warmup Iteration  14: 53.400 ops/ms
# Warmup Iteration  15: 53.765 ops/ms
# Warmup Iteration  16: 53.610 ops/ms
# Warmup Iteration  17: 53.477 ops/ms
# Warmup Iteration  18: 53.650 ops/ms
# Warmup Iteration  19: 53.337 ops/ms
# Warmup Iteration  20: 53.610 ops/ms
Iteration   1: 53.669 ops/ms
Iteration   2: 53.411 ops/ms
Iteration   3: 53.727 ops/ms
Iteration   4: 53.677 ops/ms
Iteration   5: 53.696 ops/ms
Iteration   6: 53.205 ops/ms
Iteration   7: 53.360 ops/ms
Iteration   8: 53.138 ops/ms
Iteration   9: 53.632 ops/ms
Iteration  10: 53.470 ops/ms
Iteration  11: 53.629 ops/ms
Iteration  12: 53.321 ops/ms
Iteration  13: 53.669 ops/ms
Iteration  14: 53.447 ops/ms
Iteration  15: 53.330 ops/ms
Iteration  16: 53.670 ops/ms
Iteration  17: 53.331 ops/ms
Iteration  18: 53.516 ops/ms
Iteration  19: 53.715 ops/ms
Iteration  20: 53.353 ops/ms

Result : 53.498 ?(95%) 0.086 ?(99%) 0.118 ops/ms
  Statistics: (min, avg, max) = (53.138, 53.498, 53.727), stdev = 0.185
  Confidence intervals: 95% [53.412, 53.585], 99% [53.380, 53.616]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.344 ops/ms
# Warmup Iteration   2: 38.791 ops/ms
# Warmup Iteration   3: 47.066 ops/ms
# Warmup Iteration   4: 51.184 ops/ms
# Warmup Iteration   5: 52.656 ops/ms
# Warmup Iteration   6: 53.011 ops/ms
# Warmup Iteration   7: 53.372 ops/ms
