# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 65423.471 ops/ms
# Warmup Iteration   2: 95068.592 ops/ms
# Warmup Iteration   3: 98166.714 ops/ms
# Warmup Iteration   4: 87922.446 ops/ms
# Warmup Iteration   5: 92605.117 ops/ms
# Warmup Iteration   6: 89745.798 ops/ms
# Warmup Iteration   7: 92866.820 ops/ms
# Warmup Iteration   8: 94808.878 ops/ms
# Warmup Iteration   9: 99632.366 ops/ms
# Warmup Iteration  10: 101921.094 ops/ms
# Warmup Iteration  11: 102071.478 ops/ms
# Warmup Iteration  12: 93508.342 ops/ms
# Warmup Iteration  13: 92991.368 ops/ms
# Warmup Iteration  14: 92372.195 ops/ms
# Warmup Iteration  15: 92672.788 ops/ms
# Warmup Iteration  16: 99742.767 ops/ms
# Warmup Iteration  17: 96132.248 ops/ms
# Warmup Iteration  18: 101702.464 ops/ms
# Warmup Iteration  19: 87353.772 ops/ms
# Warmup Iteration  20: 101017.578 ops/ms
# Warmup Iteration  16: 105135.697 ops/ms
# Warmup Iteration  17: 101634.754 ops/ms
# Warmup Iteration  18: 92653.226 ops/ms
# Warmup Iteration  19: 92034.231 ops/ms
# Warmup Iteration  20: 98911.680 ops/ms
Iteration   1: 103869.962 ops/ms
Iteration   2: 105053.512 ops/ms
Iteration   3: 105167.869 ops/ms
Iteration   4: 103939.854 ops/ms
Iteration   5: 103952.769 ops/ms
Iteration   6: 97692.550 ops/ms
Iteration   7: 103204.969 ops/ms
Iteration   8: 95412.518 ops/ms
Iteration   9: 92920.271 ops/ms
Iteration  10: 93987.952 ops/ms
Iteration  11: 87769.502 ops/ms
Iteration  12: 93827.890 ops/ms
Iteration  13: 95459.346 ops/ms
Iteration  14: 97433.498 ops/ms
Iteration  15: 98114.128 ops/ms
Iteration  16: 104696.721 ops/ms
Iteration  17: 104580.271 ops/ms
Iteration  18: 104562.718 ops/ms
Iteration  19: 104806.678 ops/ms
Iteration  20: 104735.169 ops/ms

Result : 100059.407 ?(95%) 2515.795 ?(99%) 3438.935 ops/ms
  Statistics: (min, avg, max) = (87769.502, 100059.407, 105167.869), stdev = 5375.527
  Confidence intervals: 95% [97543.612, 102575.203], 99% [96620.473, 103498.342]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 67079.417 ops/ms
# Warmup Iteration   2: 95903.226 ops/ms
# Warmup Iteration   3: 99340.386 ops/ms
# Warmup Iteration   4: 99408.831 ops/ms
# Warmup Iteration   5: 100093.810 ops/ms
# Warmup Iteration   6: 99700.746 ops/ms
# Warmup Iteration   7: 99805.137 ops/ms
# Warmup Iteration   8: 98890.415 ops/ms
# Warmup Iteration   9: 100992.598 ops/ms
# Warmup Iteration  10: 104662.713 ops/ms
# Warmup Iteration  11: 104412.334 ops/ms
# Warmup Iteration  12: 104780.696 ops/ms
# Warmup Iteration  13: 105167.374 ops/ms
# Warmup Iteration  14: 104706.269 ops/ms
# Warmup Iteration  15: 104871.019 ops/ms
# Warmup Iteration  16: 104978.876 ops/ms
# Warmup Iteration  17: 104576.132 ops/ms
# Warmup Iteration  18: 104645.822 ops/ms
# Warmup Iteration  19: 104235.091 ops/ms
# Warmup Iteration  20: 105057.516 ops/ms
Iteration   1: 103976.447 ops/ms
Iteration   2: 104764.596 ops/ms
Iteration   3: 105053.324 ops/ms
Iteration   4: 104697.531 ops/ms
Iteration   5: 104437.031 ops/ms
Iteration   6: 104573.566 ops/ms
Iteration   7: 104677.356 ops/ms
Iteration   8: 104968.844 ops/ms
Iteration   9: 104881.267 ops/ms
Iteration  10: 105106.401 ops/ms
Iteration  11: 104218.450 ops/ms
Iteration  12: 104373.687 ops/ms
Iteration  13: 105170.084 ops/ms
Iteration  14: 104480.092 ops/ms
Iteration  15: 104923.819 ops/ms
Iteration  16: 105002.417 ops/ms
Iteration  17: 104796.312 ops/ms
Iteration  18: 104656.622 ops/ms
Iteration  19: 104989.829 ops/ms
Iteration  20: 105111.541 ops/ms

Result : 104742.961 ?(95%) 151.286 ?(99%) 206.798 ops/ms
  Statistics: (min, avg, max) = (103976.447, 104742.961, 105170.084), stdev = 323.254
  Confidence intervals: 95% [104591.675, 104894.246], 99% [104536.163, 104949.759]


# Fork: 4 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 67897.724 ops/ms
# Warmup Iteration   2: 96798.197 ops/ms
# Warmup Iteration   3: 100179.573 ops/ms
# Warmup Iteration   4: 99477.902 ops/ms
# Warmup Iteration   5: 99018.972 ops/ms
# Warmup Iteration   6: 99866.907 ops/ms
# Warmup Iteration   7: 100129.235 ops/ms
# Warmup Iteration   8: 99599.112 ops/ms
# Warmup Iteration   9: 101525.551 ops/ms
# Warmup Iteration  10: 104518.926 ops/ms
# Warmup Iteration  11: 104731.564 ops/ms
# Warmup Iteration  12: 104326.594 ops/ms
# Warmup Iteration  13: 104660.252 ops/ms
# Warmup Iteration  14: 103982.644 ops/ms
# Warmup Iteration  15: 104823.742 ops/ms
# Warmup Iteration  16: 104743.283 ops/ms
# Warmup Iteration  17: 104866.447 ops/ms
# Warmup Iteration  18: 103037.234 ops/ms
# Warmup Iteration  19: 104844.979 ops/ms
# Warmup Iteration  20: 104723.697 ops/ms
Iteration   1: 104489.904 ops/ms
Iteration   2: 104410.007 ops/ms
Iteration   3: 104687.445 ops/ms
Iteration   4: 104974.687 ops/ms
Iteration   5: 105089.208 ops/ms
Iteration   6: 105020.249 ops/ms
Iteration   7: 104588.578 ops/ms
Iteration   8: 105246.606 ops/ms
Iteration   9: 104750.101 ops/ms
Iteration  10: 104918.108 ops/ms
Iteration  11: 105108.016 ops/ms
Iteration  12: 104745.560 ops/ms
Iteration  13: 104843.526 ops/ms
Iteration  14: 104962.409 ops/ms
Iteration  15: 104473.845 ops/ms
Iteration  16: 104664.655 ops/ms
Iteration  17: 104804.377 ops/ms
Iteration  18: 104906.580 ops/ms
Iteration  19: 104900.161 ops/ms
Iteration  20: 104658.534 ops/ms

Result : 104812.128 ?(95%) 105.935 ?(99%) 144.806 ops/ms
  Statistics: (min, avg, max) = (104410.007, 104812.128, 105246.606), stdev = 226.352
  Confidence intervals: 95% [104706.193, 104918.063], 99% [104667.321, 104956.934]


# Fork: 5 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 67641.872 ops/ms
# Warmup Iteration   2: 96930.309 ops/ms
# Warmup Iteration   3: 99128.237 ops/ms
# Warmup Iteration   4: 99583.496 ops/ms
# Warmup Iteration   5: 99572.208 ops/ms
# Warmup Iteration   6: 99626.616 ops/ms
# Warmup Iteration   7: 100258.137 ops/ms
# Warmup Iteration   8: 100044.669 ops/ms
# Warmup Iteration   9: 101610.874 ops/ms
# Warmup Iteration  10: 104786.006 ops/ms
# Warmup Iteration  11: 104290.532 ops/ms
# Warmup Iteration  12: 104611.692 ops/ms
# Warmup Iteration  13: 104718.849 ops/ms
# Warmup Iteration  14: 104774.730 ops/ms
# Warmup Iteration  15: 104392.130 ops/ms
# Warmup Iteration  16: 104463.360 ops/ms
# Warmup Iteration  17: 105208.180 ops/ms
# Warmup Iteration  18: 104919.759 ops/ms
# Warmup Iteration  19: 105032.041 ops/ms
# Warmup Iteration  20: 104965.386 ops/ms
Iteration   1: 104852.629 ops/ms
Iteration   2: 104695.160 ops/ms
Iteration   3: 104360.255 ops/ms
Iteration   4: 104543.290 ops/ms
Iteration   5: 105156.461 ops/ms
Iteration   6: 104654.406 ops/ms
Iteration   7: 105056.061 ops/ms
Iteration   8: 104910.987 ops/ms
Iteration   9: 104627.030 ops/ms
Iteration  10: 104522.590 ops/ms
Iteration  11: 104792.093 ops/ms
Iteration  12: 105101.438 ops/ms
Iteration  13: 104512.062 ops/ms
Iteration  14: 104870.572 ops/ms
Iteration  15: 104824.789 ops/ms
Iteration  16: 105085.267 ops/ms
Iteration  17: 105044.547 ops/ms
Iteration  18: 104912.500 ops/ms
Iteration  19: 105119.076 ops/ms
Iteration  20: 105046.503 ops/ms

Result : 104834.386 ?(95%) 111.490 ?(99%) 152.400 ops/ms
  Statistics: (min, avg, max) = (104360.255, 104834.386, 105156.461), stdev = 238.223
  Confidence intervals: 95% [104722.895, 104945.876], 99% [104681.985, 104986.786]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.076 ops/ms
# Warmup Iteration   2: 36.590 ops/ms
# Warmup Iteration   3: 44.437 ops/ms
# Warmup Iteration   4: 48.812 ops/ms
# Warmup Iteration   5: 50.136 ops/ms
# Warmup Iteration   6: 50.350 ops/ms
# Warmup Iteration   7: 50.404 ops/ms
# Warmup Iteration   8: 50.638 ops/ms
# Warmup Iteration   9: 50.863 ops/ms
# Warmup Iteration  10: 51.003 ops/ms
# Warmup Iteration  11: 51.089 ops/ms
# Warmup Iteration  12: 50.760 ops/ms
# Warmup Iteration  13: 50.900 ops/ms
# Warmup Iteration  14: 50.842 ops/ms
# Warmup Iteration  15: 51.125 ops/ms
# Warmup Iteration  16: 51.071 ops/ms
# Warmup Iteration  17: 51.180 ops/ms
# Warmup Iteration  18: 51.242 ops/ms
# Warmup Iteration  19: 50.979 ops/ms
# Warmup Iteration  20: 50.807 ops/ms
Iteration   1: 50.995 ops/ms
Iteration   2: 51.133 ops/ms
Iteration   3: 51.146 ops/ms
Iteration   4: 51.004 ops/ms
Iteration   5: 51.267 ops/ms
Iteration   6: 51.014 ops/ms
Iteration   7: 51.061 ops/ms
Iteration   8: 51.261 ops/ms
Iteration   9: 51.190 ops/ms
Iteration  10: 51.049 ops/ms
Iteration  11: 50.917 ops/ms
Iteration  12: 51.058 ops/ms
Iteration  13: 51.250 ops/ms
Iteration  14: 51.057 ops/ms
Iteration  15: 51.228 ops/ms
Iteration  16: 51.235 ops/ms
Iteration  17: 51.112 ops/ms
Iteration  18: 51.177 ops/ms
Iteration  19: 51.015 ops/ms
Iteration  20: 50.997 ops/ms

Result : 51.108 ?(95%) 0.050 ?(99%) 0.068 ops/ms
  Statistics: (min, avg, max) = (50.917, 51.108, 51.267), stdev = 0.106
  Confidence intervals: 95% [51.059, 51.158], 99% [51.041, 51.176]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.232 ops/ms
# Warmup Iteration   2: 37.024 ops/ms
# Warmup Iteration   3: 45.015 ops/ms
# Warmup Iteration   4: 48.897 ops/ms
# Warmup Iteration   5: 50.130 ops/ms
# Warmup Iteration   6: 50.684 ops/ms
# Warmup Iteration   7: 50.838 ops/ms
# Warmup Iteration   8: 50.639 ops/ms
# Warmup Iteration   9: 50.981 ops/ms
# Warmup Iteration  10: 51.169 ops/ms
# Warmup Iteration  11: 51.156 ops/ms
# Warmup Iteration  12: 51.177 ops/ms
# Warmup Iteration  13: 50.939 ops/ms
# Warmup Iteration  14: 51.270 ops/ms
# Warmup Iteration  15: 51.013 ops/ms
# Warmup Iteration  16: 51.027 ops/ms
# Warmup Iteration  17: 51.091 ops/ms
# Warmup Iteration  18: 51.297 ops/ms
# Warmup Iteration  19: 51.158 ops/ms
# Warmup Iteration  20: 51.330 ops/ms
Iteration   1: 51.044 ops/ms
Iteration   2: 51.213 ops/ms
Iteration   3: 51.176 ops/ms
Iteration   4: 51.295 ops/ms
Iteration   5: 51.356 ops/ms
Iteration   6: 51.091 ops/ms
Iteration   7: 51.378 ops/ms
Iteration   8: 51.127 ops/ms
Iteration   9: 51.303 ops/ms
Iteration  10: 51.064 ops/ms
Iteration  11: 51.358 ops/ms
Iteration  12: 51.363 ops/ms
Iteration  13: 51.325 ops/ms
Iteration  14: 51.321 ops/ms
Iteration  15: 51.100 ops/ms
Iteration  16: 51.041 ops/ms
Iteration  17: 51.123 ops/ms
Iteration  18: 51.350 ops/ms
Iteration  19: 51.357 ops/ms
Iteration  20: 51.284 ops/ms

Result : 51.233 ?(95%) 0.058 ?(99%) 0.079 ops/ms
  Statistics: (min, avg, max) = (51.041, 51.233, 51.378), stdev = 0.124
  Confidence intervals: 95% [51.175, 51.291], 99% [51.154, 51.313]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.122 ops/ms
# Warmup Iteration   2: 36.836 ops/ms
# Warmup Iteration   3: 44.272 ops/ms
# Warmup Iteration   4: 47.997 ops/ms
# Warmup Iteration   5: 48.858 ops/ms
# Warmup Iteration   6: 49.707 ops/ms
# Warmup Iteration   7: 49.513 ops/ms
# Warmup Iteration   8: 49.575 ops/ms
# Warmup Iteration   9: 49.883 ops/ms
# Warmup Iteration  10: 50.189 ops/ms
# Warmup Iteration  11: 50.677 ops/ms
# Warmup Iteration  12: 50.812 ops/ms
# Warmup Iteration  13: 50.971 ops/ms
# Warmup Iteration  14: 51.025 ops/ms
# Warmup Iteration  15: 50.835 ops/ms
# Warmup Iteration  16: 51.048 ops/ms
# Warmup Iteration  17: 50.529 ops/ms
# Warmup Iteration  18: 50.987 ops/ms
# Warmup Iteration  19: 51.011 ops/ms
# Warmup Iteration  20: 50.790 ops/ms
Iteration   1: 51.121 ops/ms
Iteration   2: 50.956 ops/ms
Iteration   3: 50.608 ops/ms
Iteration   4: 50.969 ops/ms
Iteration   5: 50.952 ops/ms
Iteration   6: 50.970 ops/ms
Iteration   7: 50.838 ops/ms
Iteration   8: 51.126 ops/ms
Iteration   9: 50.770 ops/ms
Iteration  10: 50.977 ops/ms
Iteration  11: 50.071 ops/ms
Iteration  12: 51.029 ops/ms
Iteration  13: 50.162 ops/ms
Iteration  14: 51.163 ops/ms
Iteration  15: 51.070 ops/ms
Iteration  16: 50.998 ops/ms
Iteration  17: 50.776 ops/ms
Iteration  18: 50.957 ops/ms
Iteration  19: 49.605 ops/ms
Iteration  20: 47.114 ops/ms

Result : 50.612 ?(95%) 0.429 ?(99%) 0.586 ops/ms
  Statistics: (min, avg, max) = (47.114, 50.612, 51.163), stdev = 0.916
  Confidence intervals: 95% [50.183, 51.040], 99% [50.025, 51.198]


# Fork: 4 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 12.926 ops/ms
# Warmup Iteration   2: 36.672 ops/ms
# Warmup Iteration   3: 45.192 ops/ms
# Warmup Iteration   4: 49.706 ops/ms
# Warmup Iteration   5: 50.667 ops/ms
# Warmup Iteration   6: 51.585 ops/ms
# Warmup Iteration   7: 51.829 ops/ms
# Warmup Iteration   8: 51.875 ops/ms
# Warmup Iteration   9: 51.424 ops/ms
# Warmup Iteration  10: 52.012 ops/ms
# Warmup Iteration  11: 51.978 ops/ms
# Warmup Iteration  12: 52.029 ops/ms
# Warmup Iteration  13: 52.151 ops/ms
# Warmup Iteration  14: 51.794 ops/ms
# Warmup Iteration  15: 51.833 ops/ms
# Warmup Iteration  16: 51.934 ops/ms
# Warmup Iteration  17: 51.995 ops/ms
# Warmup Iteration  18: 51.512 ops/ms
# Warmup Iteration  19: 51.356 ops/ms
# Warmup Iteration  20: 51.315 ops/ms
Iteration   1: 51.356 ops/ms
Iteration   2: 51.376 ops/ms
Iteration   3: 51.175 ops/ms
Iteration   4: 51.584 ops/ms
Iteration   5: 51.453 ops/ms
Iteration   6: 51.575 ops/ms
Iteration   7: 51.444 ops/ms
Iteration   8: 51.480 ops/ms
Iteration   9: 51.328 ops/ms
Iteration  10: 51.514 ops/ms
Iteration  11: 51.672 ops/ms
Iteration  12: 51.427 ops/ms
Iteration  13: 51.361 ops/ms
Iteration  14: 51.397 ops/ms
Iteration  15: 51.656 ops/ms
Iteration  16: 51.481 ops/ms
Iteration  17: 51.665 ops/ms
Iteration  18: 51.487 ops/ms
Iteration  19: 51.630 ops/ms
Iteration  20: 51.274 ops/ms

Result : 51.467 ?(95%) 0.064 ?(99%) 0.087 ops/ms
  Statistics: (min, avg, max) = (51.175, 51.467, 51.672), stdev = 0.136
  Confidence intervals: 95% [51.403, 51.531], 99% [51.380, 51.554]


# Fork: 5 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 14.171 ops/ms
# Warmup Iteration   2: 36.986 ops/ms
# Warmup Iteration   3: 44.585 ops/ms
# Warmup Iteration   4: 48.710 ops/ms
# Warmup Iteration   5: 49.934 ops/ms
# Warmup Iteration   6: 50.306 ops/ms
# Warmup Iteration   7: 50.517 ops/ms
# Warmup Iteration   8: 50.013 ops/ms
# Warmup Iteration   9: 50.096 ops/ms
# Warmup Iteration  10: 50.613 ops/ms
# Warmup Iteration  11: 49.847 ops/ms
# Warmup Iteration  12: 49.445 ops/ms
# Warmup Iteration  13: 49.649 ops/ms
# Warmup Iteration  14: 50.390 ops/ms
# Warmup Iteration  15: 49.813 ops/ms
# Warmup Iteration  16: 50.868 ops/ms
# Warmup Iteration  17: 50.325 ops/ms
# Warmup Iteration  18: 50.059 ops/ms
# Warmup Iteration  19: 50.369 ops/ms
# Warmup Iteration  20: 50.912 ops/ms
Iteration   1: 51.027 ops/ms
Iteration   2: 50.541 ops/ms
Iteration   3: 50.934 ops/ms
Iteration   4: 51.003 ops/ms
Iteration   5: 49.929 ops/ms
Iteration   6: 50.778 ops/ms
Iteration   7: 50.621 ops/ms
Iteration   8: 50.943 ops/ms
Iteration   9: 50.997 ops/ms
Iteration  10: 50.943 ops/ms
Iteration  11: 50.868 ops/ms
Iteration  12: 50.911 ops/ms
Iteration  13: 49.338 ops/ms
Iteration  14: 51.069 ops/ms
Iteration  15: 50.790 ops/ms
Iteration  16: 50.866 ops/ms
Iteration  17: 50.986 ops/ms
Iteration  18: 50.886 ops/ms
Iteration  19: 50.885 ops/ms
Iteration  20: 50.912 ops/ms

Result : 50.761 ?(95%) 0.195 ?(99%) 0.267 ops/ms
  Statistics: (min, avg, max) = (49.338, 50.761, 51.069), stdev = 0.418
  Confidence intervals: 95% [50.566, 50.957], 99% [50.494, 51.028]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.928 ops/ms
# Warmup Iteration   2: 39.931 ops/ms
# Warmup Iteration   3: 47.528 ops/ms
# Warmup Iteration   4: 51.325 ops/ms
# Warmup Iteration   5: 52.459 ops/ms
# Warmup Iteration   6: 52.715 ops/ms
# Warmup Iteration   7: 52.848 ops/ms
# Warmup Iteration   8: 52.863 ops/ms
# Warmup Iteration   9: 52.936 ops/ms
# Warmup Iteration  10: 53.219 ops/ms
# Warmup Iteration  11: 53.384 ops/ms
# Warmup Iteration  12: 53.405 ops/ms
# Warmup Iteration  13: 53.099 ops/ms
# Warmup Iteration  14: 53.423 ops/ms
# Warmup Iteration  15: 53.447 ops/ms
# Warmup Iteration  16: 53.259 ops/ms
# Warmup Iteration  17: 53.334 ops/ms
# Warmup Iteration  18: 53.237 ops/ms
# Warmup Iteration  19: 53.409 ops/ms
# Warmup Iteration  20: 53.203 ops/ms
Iteration   1: 53.381 ops/ms
Iteration   2: 53.167 ops/ms
Iteration   3: 53.437 ops/ms
Iteration   4: 53.355 ops/ms
Iteration   5: 53.448 ops/ms
Iteration   6: 53.193 ops/ms
Iteration   7: 53.397 ops/ms
Iteration   8: 53.390 ops/ms
Iteration   9: 53.379 ops/ms
Iteration  10: 53.169 ops/ms
Iteration  11: 53.391 ops/ms
Iteration  12: 53.385 ops/ms
Iteration  13: 53.240 ops/ms
Iteration  14: 53.301 ops/ms
Iteration  15: 53.240 ops/ms
Iteration  16: 53.520 ops/ms
Iteration  17: 53.285 ops/ms
Iteration  18: 53.428 ops/ms
Iteration  19: 53.172 ops/ms
Iteration  20: 53.455 ops/ms

Result : 53.337 ?(95%) 0.051 ?(99%) 0.069 ops/ms
  Statistics: (min, avg, max) = (53.167, 53.337, 53.520), stdev = 0.108
  Confidence intervals: 95% [53.286, 53.387], 99% [53.268, 53.406]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.687 ops/ms
# Warmup Iteration   2: 39.827 ops/ms
# Warmup Iteration   3: 47.479 ops/ms
# Warmup Iteration   4: 51.419 ops/ms
# Warmup Iteration   5: 52.786 ops/ms
# Warmup Iteration   6: 53.217 ops/ms
# Warmup Iteration   7: 53.308 ops/ms
# Warmup Iteration   8: 53.097 ops/ms
# Warmup Iteration   9: 53.381 ops/ms
# Warmup Iteration  10: 53.676 ops/ms
# Warmup Iteration  11: 53.606 ops/ms
# Warmup Iteration  12: 53.726 ops/ms
# Warmup Iteration  13: 53.746 ops/ms
# Warmup Iteration  14: 53.804 ops/ms
# Warmup Iteration  15: 53.824 ops/ms
# Warmup Iteration  16: 53.615 ops/ms
# Warmup Iteration  17: 53.634 ops/ms
# Warmup Iteration  18: 53.905 ops/ms
# Warmup Iteration  19: 53.662 ops/ms
# Warmup Iteration  20: 53.863 ops/ms
Iteration   1: 53.830 ops/ms
Iteration   2: 53.644 ops/ms
Iteration   3: 53.720 ops/ms
Iteration   4: 53.943 ops/ms
Iteration   5: 53.658 ops/ms
Iteration   6: 53.569 ops/ms
Iteration   7: 53.875 ops/ms
Iteration   8: 53.866 ops/ms
Iteration   9: 53.870 ops/ms
Iteration  10: 53.860 ops/ms
Iteration  11: 53.932 ops/ms
Iteration  12: 53.851 ops/ms
Iteration  13: 53.889 ops/ms
Iteration  14: 53.844 ops/ms
Iteration  15: 53.667 ops/ms
Iteration  16: 53.662 ops/ms
Iteration  17: 53.581 ops/ms
Iteration  18: 53.572 ops/ms
Iteration  19: 53.668 ops/ms
Iteration  20: 53.508 ops/ms

Result : 53.750 ?(95%) 0.065 ?(99%) 0.089 ops/ms
  Statistics: (min, avg, max) = (53.508, 53.750, 53.943), stdev = 0.139
  Confidence intervals: 95% [53.686, 53.815], 99% [53.662, 53.839]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 17.823 ops/ms
# Warmup Iteration   2: 39.550 ops/ms
# Warmup Iteration   3: 46.836 ops/ms
# Warmup Iteration   4: 50.788 ops/ms
# Warmup Iteration   5: 51.898 ops/ms
# Warmup Iteration   6: 52.232 ops/ms
# Warmup Iteration   7: 52.394 ops/ms
