# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByClone
# Warmup Iteration   1: 66975.634 ops/ms
# Warmup Iteration   2: 96486.816 ops/ms
# Warmup Iteration   3: 99146.993 ops/ms
# Warmup Iteration   4: 100027.182 ops/ms
# Warmup Iteration   5: 98401.411 ops/ms
# Warmup Iteration   6: 100178.970 ops/ms
# Warmup Iteration   7: 99804.540 ops/ms
# Warmup Iteration   8: 97902.186 ops/ms
# Warmup Iteration   9: 95553.951 ops/ms
# Warmup Iteration  10: 99645.220 ops/ms
# Warmup Iteration  11: 104260.926 ops/ms
# Warmup Iteration  12: 104666.187 ops/ms
# Warmup Iteration  13: 104725.015 ops/ms
# Warmup Iteration  14: 104047.761 ops/ms
# Warmup Iteration  15: 104042.821 ops/ms
# Warmup Iteration  16: 104465.278 ops/ms
# Warmup Iteration  17: 104438.223 ops/ms
# Warmup Iteration  18: 104513.600 ops/ms
# Warmup Iteration  19: 104475.387 ops/ms
# Warmup Iteration  20: 104667.197 ops/ms
Iteration   7: 105026.731 ops/ms
Iteration   8: 93903.167 ops/ms
Iteration   9: 104967.395 ops/ms
Iteration  10: 104936.388 ops/ms
Iteration  11: 104758.069 ops/ms
Iteration  12: 104653.444 ops/ms
Iteration  13: 104306.165 ops/ms
Iteration  14: 104608.423 ops/ms
Iteration  15: 104667.201 ops/ms
Iteration  16: 104725.592 ops/ms
Iteration  17: 104393.853 ops/ms
Iteration  18: 104573.871 ops/ms
Iteration  19: 104908.153 ops/ms
Iteration  20: 104861.790 ops/ms

Result : 104202.242 ?(95%) 1138.597 ?(99%) 1556.390 ops/ms
  Statistics: (min, avg, max) = (93903.167, 104202.242, 105085.472), stdev = 2432.852
  Confidence intervals: 95% [103063.645, 105340.839], 99% [102645.852, 105758.632]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 27.246 ops/ms
# Warmup Iteration   2: 38.973 ops/ms
# Warmup Iteration   3: 43.875 ops/ms
# Warmup Iteration   4: 46.824 ops/ms
# Warmup Iteration   5: 47.818 ops/ms
# Warmup Iteration   6: 47.735 ops/ms
# Warmup Iteration   7: 48.041 ops/ms
# Warmup Iteration   8: 48.210 ops/ms
# Warmup Iteration   9: 48.451 ops/ms
# Warmup Iteration  10: 48.583 ops/ms
# Warmup Iteration  11: 48.651 ops/ms
# Warmup Iteration  12: 48.553 ops/ms
# Warmup Iteration  13: 48.568 ops/ms
# Warmup Iteration  14: 48.441 ops/ms
# Warmup Iteration  15: 48.377 ops/ms
# Warmup Iteration  16: 48.614 ops/ms
# Warmup Iteration  17: 48.534 ops/ms
# Warmup Iteration  18: 48.622 ops/ms
# Warmup Iteration  19: 48.693 ops/ms
# Warmup Iteration  20: 48.752 ops/ms
Iteration   1: 48.621 ops/ms
Iteration   2: 48.661 ops/ms
Iteration   3: 48.647 ops/ms
Iteration   4: 48.610 ops/ms
Iteration   5: 48.691 ops/ms
Iteration   6: 48.659 ops/ms
Iteration   7: 48.699 ops/ms
Iteration   8: 48.586 ops/ms
Iteration   9: 48.760 ops/ms
Iteration  10: 48.714 ops/ms
Iteration  11: 48.516 ops/ms
Iteration  12: 48.704 ops/ms
Iteration  13: 48.683 ops/ms
Iteration  14: 48.512 ops/ms
Iteration  15: 48.744 ops/ms
Iteration  16: 48.531 ops/ms
Iteration  17: 48.488 ops/ms
Iteration  18: 48.719 ops/ms
Iteration  19: 48.546 ops/ms
Iteration  20: 48.518 ops/ms

Result : 48.630 ?(95%) 0.041 ?(99%) 0.055 ops/ms
  Statistics: (min, avg, max) = (48.488, 48.630, 48.760), stdev = 0.087
  Confidence intervals: 95% [48.590, 48.671], 99% [48.575, 48.686]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 28.796 ops/ms
# Warmup Iteration   2: 40.955 ops/ms
# Warmup Iteration   3: 45.382 ops/ms
# Warmup Iteration   4: 48.608 ops/ms
# Warmup Iteration   5: 49.398 ops/ms
# Warmup Iteration   6: 49.383 ops/ms
# Warmup Iteration   7: 49.578 ops/ms
# Warmup Iteration   8: 49.743 ops/ms
# Warmup Iteration   9: 49.823 ops/ms
# Warmup Iteration  10: 50.090 ops/ms
# Warmup Iteration  11: 50.080 ops/ms
# Warmup Iteration  12: 49.943 ops/ms
# Warmup Iteration  13: 50.015 ops/ms
# Warmup Iteration  14: 50.168 ops/ms
# Warmup Iteration  15: 46.185 ops/ms
# Warmup Iteration  16: 46.629 ops/ms
# Warmup Iteration  17: 49.590 ops/ms
# Warmup Iteration  18: 49.865 ops/ms
# Warmup Iteration  19: 49.962 ops/ms
# Warmup Iteration  20: 50.113 ops/ms
Iteration   1: 49.892 ops/ms
Iteration   2: 50.000 ops/ms
Iteration   3: 50.167 ops/ms
Iteration   4: 50.231 ops/ms
Iteration   5: 50.183 ops/ms
Iteration   6: 50.107 ops/ms
Iteration   7: 50.194 ops/ms
Iteration   8: 49.983 ops/ms
Iteration   9: 50.019 ops/ms
Iteration  10: 50.176 ops/ms
Iteration  11: 50.172 ops/ms
Iteration  12: 50.233 ops/ms
Iteration  13: 50.193 ops/ms
Iteration  14: 50.063 ops/ms
Iteration  15: 50.290 ops/ms
Iteration  16: 50.237 ops/ms
Iteration  17: 49.876 ops/ms
Iteration  18: 50.041 ops/ms
Iteration  19: 50.162 ops/ms
Iteration  20: 50.097 ops/ms

Result : 50.116 ?(95%) 0.054 ?(99%) 0.074 ops/ms
  Statistics: (min, avg, max) = (49.876, 50.116, 50.290), stdev = 0.116
  Confidence intervals: 95% [50.061, 50.170], 99% [50.042, 50.190]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 27.903 ops/ms
# Warmup Iteration   2: 37.874 ops/ms
# Warmup Iteration   3: 43.352 ops/ms
# Warmup Iteration   4: 46.811 ops/ms
# Warmup Iteration   5: 48.031 ops/ms
# Warmup Iteration   6: 47.969 ops/ms
# Warmup Iteration   7: 48.297 ops/ms
# Warmup Iteration   8: 48.179 ops/ms
# Warmup Iteration   9: 48.623 ops/ms
# Warmup Iteration  10: 48.828 ops/ms
# Warmup Iteration  11: 48.906 ops/ms
# Warmup Iteration  12: 48.621 ops/ms
# Warmup Iteration  13: 48.626 ops/ms
# Warmup Iteration  14: 48.693 ops/ms
# Warmup Iteration  15: 48.723 ops/ms
# Warmup Iteration  16: 48.808 ops/ms
# Warmup Iteration  17: 48.896 ops/ms
# Warmup Iteration  18: 48.937 ops/ms
# Warmup Iteration  19: 48.861 ops/ms
# Warmup Iteration  20: 49.036 ops/ms
Iteration   1: 49.094 ops/ms
Iteration   2: 49.029 ops/ms
Iteration   3: 49.148 ops/ms
Iteration   4: 48.357 ops/ms
Iteration   5: 48.865 ops/ms
Iteration   6: 48.932 ops/ms
Iteration   7: 49.057 ops/ms
Iteration   8: 48.578 ops/ms
Iteration   9: 48.789 ops/ms
Iteration  10: 49.178 ops/ms
Iteration  11: 48.957 ops/ms
Iteration  12: 49.094 ops/ms
Iteration  13: 49.153 ops/ms
Iteration  14: 49.133 ops/ms
Iteration  15: 48.954 ops/ms
Iteration  16: 49.131 ops/ms
Iteration  17: 49.052 ops/ms
Iteration  18: 49.105 ops/ms
Iteration  19: 48.874 ops/ms
Iteration  20: 48.963 ops/ms

Result : 48.972 ?(95%) 0.097 ?(99%) 0.132 ops/ms
  Statistics: (min, avg, max) = (48.357, 48.972, 49.178), stdev = 0.207
  Confidence intervals: 95% [48.875, 49.069], 99% [48.840, 49.104]


# Fork: 4 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 28.680 ops/ms
# Warmup Iteration   2: 41.067 ops/ms
# Warmup Iteration   3: 46.726 ops/ms
# Warmup Iteration   4: 49.795 ops/ms
# Warmup Iteration   5: 50.434 ops/ms
# Warmup Iteration   6: 50.626 ops/ms
# Warmup Iteration   7: 51.084 ops/ms
# Warmup Iteration   8: 51.183 ops/ms
# Warmup Iteration   9: 51.244 ops/ms
# Warmup Iteration  10: 51.324 ops/ms
# Warmup Iteration  11: 50.023 ops/ms
# Warmup Iteration  12: 51.232 ops/ms
# Warmup Iteration  13: 51.318 ops/ms
# Warmup Iteration  14: 51.370 ops/ms
# Warmup Iteration  15: 51.381 ops/ms
# Warmup Iteration  16: 51.459 ops/ms
# Warmup Iteration  17: 51.305 ops/ms
# Warmup Iteration  18: 51.373 ops/ms
# Warmup Iteration  19: 51.495 ops/ms
# Warmup Iteration  20: 51.425 ops/ms
Iteration   1: 51.197 ops/ms
Iteration   2: 51.505 ops/ms
Iteration   3: 51.212 ops/ms
Iteration   4: 51.510 ops/ms
Iteration   5: 51.419 ops/ms
Iteration   6: 51.455 ops/ms
Iteration   7: 51.358 ops/ms
Iteration   8: 51.151 ops/ms
Iteration   9: 51.342 ops/ms
Iteration  10: 51.203 ops/ms
Iteration  11: 51.174 ops/ms
Iteration  12: 51.269 ops/ms
Iteration  13: 51.460 ops/ms
Iteration  14: 51.493 ops/ms
Iteration  15: 51.428 ops/ms
Iteration  16: 51.224 ops/ms
Iteration  17: 51.495 ops/ms
Iteration  18: 51.156 ops/ms
Iteration  19: 51.197 ops/ms
Iteration  20: 51.227 ops/ms

Result : 51.324 ?(95%) 0.063 ?(99%) 0.086 ops/ms
  Statistics: (min, avg, max) = (51.151, 51.324, 51.510), stdev = 0.135
  Confidence intervals: 95% [51.261, 51.387], 99% [51.238, 51.410]


# Fork: 5 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByCustomSerialization
# Warmup Iteration   1: 28.699 ops/ms
# Warmup Iteration   2: 41.109 ops/ms
# Warmup Iteration   3: 45.444 ops/ms
# Warmup Iteration   4: 48.584 ops/ms
# Warmup Iteration   5: 49.574 ops/ms
# Warmup Iteration   6: 49.695 ops/ms
# Warmup Iteration   7: 50.132 ops/ms
# Warmup Iteration   8: 50.092 ops/ms
# Warmup Iteration   9: 50.274 ops/ms
# Warmup Iteration  10: 50.165 ops/ms
# Warmup Iteration  11: 50.277 ops/ms
# Warmup Iteration  12: 50.258 ops/ms
# Warmup Iteration  13: 50.286 ops/ms
# Warmup Iteration  14: 50.209 ops/ms
# Warmup Iteration  15: 50.465 ops/ms
# Warmup Iteration  16: 50.167 ops/ms
# Warmup Iteration  17: 50.187 ops/ms
# Warmup Iteration  18: 50.167 ops/ms
# Warmup Iteration  19: 50.217 ops/ms
# Warmup Iteration  20: 50.236 ops/ms
Iteration   1: 49.733 ops/ms
Iteration   2: 50.167 ops/ms
Iteration   3: 50.273 ops/ms
Iteration   4: 50.363 ops/ms
Iteration   5: 50.385 ops/ms
Iteration   6: 50.125 ops/ms
Iteration   7: 50.416 ops/ms
Iteration   8: 50.367 ops/ms
Iteration   9: 50.138 ops/ms
Iteration  10: 50.401 ops/ms
Iteration  11: 50.161 ops/ms
Iteration  12: 50.272 ops/ms
Iteration  13: 50.348 ops/ms
Iteration  14: 50.375 ops/ms
Iteration  15: 50.216 ops/ms
Iteration  16: 50.203 ops/ms
Iteration  17: 50.195 ops/ms
Iteration  18: 50.400 ops/ms
Iteration  19: 50.453 ops/ms
Iteration  20: 50.472 ops/ms

Result : 50.273 ?(95%) 0.079 ?(99%) 0.108 ops/ms
  Statistics: (min, avg, max) = (49.733, 50.273, 50.472), stdev = 0.169
  Confidence intervals: 95% [50.194, 50.352], 99% [50.165, 50.381]


# Fork: 1 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.965 ops/ms
# Warmup Iteration   2: 41.700 ops/ms
# Warmup Iteration   3: 48.242 ops/ms
# Warmup Iteration   4: 51.583 ops/ms
# Warmup Iteration   5: 52.792 ops/ms
# Warmup Iteration   6: 52.813 ops/ms
# Warmup Iteration   7: 53.254 ops/ms
# Warmup Iteration   8: 53.114 ops/ms
# Warmup Iteration   9: 53.270 ops/ms
# Warmup Iteration  10: 53.518 ops/ms
# Warmup Iteration  11: 53.458 ops/ms
# Warmup Iteration  12: 53.433 ops/ms
# Warmup Iteration  13: 53.514 ops/ms
# Warmup Iteration  14: 53.643 ops/ms
# Warmup Iteration  15: 53.451 ops/ms
# Warmup Iteration  16: 53.679 ops/ms
# Warmup Iteration  17: 53.609 ops/ms
# Warmup Iteration  18: 53.755 ops/ms
# Warmup Iteration  19: 53.756 ops/ms
# Warmup Iteration  20: 53.549 ops/ms
Iteration   1: 53.609 ops/ms
Iteration   2: 53.731 ops/ms
Iteration   3: 53.790 ops/ms
Iteration   4: 53.734 ops/ms
Iteration   5: 53.316 ops/ms
Iteration   6: 53.603 ops/ms
Iteration   7: 53.515 ops/ms
Iteration   8: 53.823 ops/ms
Iteration   9: 53.483 ops/ms
Iteration  10: 53.472 ops/ms
Iteration  11: 53.543 ops/ms
Iteration  12: 53.508 ops/ms
Iteration  13: 53.778 ops/ms
Iteration  14: 53.781 ops/ms
Iteration  15: 53.514 ops/ms
Iteration  16: 53.543 ops/ms
Iteration  17: 53.474 ops/ms
Iteration  18: 53.546 ops/ms
Iteration  19: 53.540 ops/ms
Iteration  20: 53.555 ops/ms

Result : 53.593 ?(95%) 0.063 ?(99%) 0.087 ops/ms
  Statistics: (min, avg, max) = (53.316, 53.593, 53.823), stdev = 0.136
  Confidence intervals: 95% [53.529, 53.656], 99% [53.506, 53.680]


# Fork: 2 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.625 ops/ms
# Warmup Iteration   2: 41.570 ops/ms
# Warmup Iteration   3: 47.769 ops/ms
# Warmup Iteration   4: 51.417 ops/ms
# Warmup Iteration   5: 52.613 ops/ms
# Warmup Iteration   6: 52.478 ops/ms
# Warmup Iteration   7: 53.036 ops/ms
# Warmup Iteration   8: 53.021 ops/ms
# Warmup Iteration   9: 52.944 ops/ms
# Warmup Iteration  10: 53.267 ops/ms
# Warmup Iteration  11: 53.421 ops/ms
# Warmup Iteration  12: 53.402 ops/ms
# Warmup Iteration  13: 53.416 ops/ms
# Warmup Iteration  14: 53.474 ops/ms
# Warmup Iteration  15: 53.259 ops/ms
# Warmup Iteration  16: 53.422 ops/ms
# Warmup Iteration  17: 53.543 ops/ms
# Warmup Iteration  18: 53.389 ops/ms
# Warmup Iteration  19: 53.327 ops/ms
# Warmup Iteration  20: 53.429 ops/ms
Iteration   1: 53.326 ops/ms
Iteration   2: 53.249 ops/ms
Iteration   3: 53.333 ops/ms
Iteration   4: 53.154 ops/ms
Iteration   5: 53.134 ops/ms
Iteration   6: 53.394 ops/ms
Iteration   7: 53.452 ops/ms
Iteration   8: 53.233 ops/ms
Iteration   9: 53.362 ops/ms
Iteration  10: 53.342 ops/ms
Iteration  11: 53.405 ops/ms
Iteration  12: 53.192 ops/ms
Iteration  13: 53.383 ops/ms
Iteration  14: 53.075 ops/ms
Iteration  15: 53.407 ops/ms
Iteration  16: 53.203 ops/ms
Iteration  17: 53.326 ops/ms
Iteration  18: 53.095 ops/ms
Iteration  19: 53.193 ops/ms
Iteration  20: 53.136 ops/ms

Result : 53.270 ?(95%) 0.055 ?(99%) 0.075 ops/ms
  Statistics: (min, avg, max) = (53.075, 53.270, 53.452), stdev = 0.117
  Confidence intervals: 95% [53.215, 53.324], 99% [53.195, 53.344]


# Fork: 3 of 5
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Running: com.vyazelenko.blog.copyobject.primitives.PrimitiveBenchmark.copyByDefaultSerialization
# Warmup Iteration   1: 29.403 ops/ms
# Warmup Iteration   2: 41.427 ops/ms
# Warmup Iteration   3: 47.481 ops/ms
# Warmup Iteration   4: 50.983 ops/ms
# Warmup Iteration   5: 52.118 ops/ms
# Warmup Iteration   6: 52.218 ops/ms
# Warmup Iteration   7: 52.385 ops/ms
